question,context,label
多少分數為艾倫在SAT的測試中拿到?,保羅加德納艾倫，美國發明家、投資者、考古學家和慈善家，微軟的兩位創始人之一。2013年，艾倫在福布斯全球富豪榜排名第53，資產150億美元。他的商業活動和慈善事業由自己創辦的公司管理。其他方面，艾倫在技術、實業、不動產、媒體領域擁有數十億美元的投資。艾倫擁有2個專業球隊：NFL的西雅圖海鷹和NBA的波特蘭開拓者 。他也是Charter Communications主席、夢工廠股東、NBA財主之一。他的私家遊艇八爪魚號是全世界最奢華的私家遊艇之一。保羅•艾倫生於華盛頓州西雅圖，是華盛頓大學圖書館副館長Kenneth S. Allen和Edna Faye G. Allen的兒子。艾倫就讀於西雅圖一家著名的私立學校湖濱中學，在這裏他遇到了比他小2級但對計算機同樣癡迷的比爾蓋茲。他們一起獨佔了湖岸中學的唯一一台微型計算機，來鍛鍊自己的程式設計能力。為了獲得更大的計算能力，艾倫和蓋茲偷偷潛入華盛頓大學計算機實驗室。雖然事件最後被揭發，但他們與管理人員達成協議，以提供學生電腦支援服務作補償。高中畢業考試，艾倫在SAT測試中拿到了滿分1600分，隨後入讀華盛頓州立大學，曾是兄弟會Phi Kappa Theta的活躍成員。為了在波士頓的Honeywell公司工作，他在入學兩年之後便輟學，在這裡與蓋茲重逢，並堅定地支援蓋茲也從哈佛輟學，以全身心投入微軟公司。,1
大清洗為誰所發起的政治迫害?,"早期的中國農業銀行，是作為專業銀行支援農村經濟建設和改革。1984年6月1日，農行引進首筆來自世界銀行的貸款。在1994年4月，農行向新組建的中國農業發展銀行劃轉了絕大部分政策性業務，至此，農業銀行不再以政策為主。到了1996年8月，根據國務院《關於農村金融體制改革的決定》，農行不再領導管理農村信用社，與農村信用社脫離行政隸屬關係，逐漸向國有商業銀行靠攏。進入21世紀後，農業銀行開始進行股份制改革，並於2010年成功上市。截至2016年末，農行位於中國大陸的分支機構共計23,682個，包括總行本部、總行營業部、3個總行專營機構，37個一級分行，365個二級分行，3,506個一級支行、19,714個基層營業機構以及55個其他機構。境外分支機構包括10家境外分行和3家境外代表處。本行擁有14家主要控股子公司，其中境內9家，境外5家。",0
福建省第一區行政督察專員公署在何時被撤銷？,馬祖列島的地質條件上為花崗岩錐狀島嶼，地勢起伏大且陡峭。北竿島的壁山標高291.7公尺，為馬祖列島第一高峰。南竿第一高峰是雲台山，標是246.4公尺，已列為台灣小百岳之一。馬祖列島的地形多谷地、灣澳，海岸地區花崗質岩石，受風化及波浪的侵蝕作用，多崩崖、險礁、海蝕洞、海蝕門等地形，部分灣澳地區經過沖積與堆積作用形成沙灘、礫石灘、卵石灘。全縣4鄉只有東引沒有沙灘。馬祖列島的行政區劃上，東莒、西莒原屬於長樂，東引、西引原屬於羅源。由於內戰等重大變故，1956年7月福建省政府在國防部撤銷「福建省第一區行政督察專員公署」後，決定將上述各地悉數劃入連江縣，代管至今。,1
誰首次使用拜占庭這名稱來稱呼東羅馬帝國?,鶴崗市是中華人民共和國黑龍江省下轄的地級市，位於黑龍江省北部，東南部隔松花江與富錦市、佳木斯市相望，西連伊春市，北部界黑龍江與俄羅斯比羅比詹猶太自治州接壤。清朝時期，為湯原縣下轄的鶴立鎮。鶴崗市座落在小興安嶺與三江平原的緩衝地帶，地勢平坦，適合農作物的生長。另外，鶴崗屬中溫帶大陸性季風氣候，冬嚴長乾燥，夏季溫暖多雨，秋涼爽。1月平均氣溫−17.2℃，7月平均氣溫21.7℃。全年均溫3.43℃、降水一般在600－650毫米，無霜期為130天，年日照為2700時。6－9月占全年降水量的77%。鶴崗地處黑龍江中游，礦產資源種類繁多，其中尤以煤炭、石墨和黃金最為突出。已探明的煤炭總儲量達30億噸，工業儲量22.65億噸，可采儲量11億噸。煤種主要為氣煤和1/3焦煤。石墨資源得天獨厚，儲量約達6億噸。黃金儲量豐富，儲量約為30噸。鶴崗市坐擁連片且土質肥沃，是重要的糧食產區，盛產大豆、水稻、玉米、小麥以及馬鈴薯、甜菜、菸草等糧食、經濟作物。森林資源豐富，主要經濟樹種有紅松、魚鱗松、楊樹、水曲柳、黃菠蘿等。,0
哪一個地區的東南部為百濟等國想爭取處，因此都在進貢時討好劉宋?,劉宋與東北亞的倭國、百濟則有密切的朝貢關係，倭國曾在晉末、劉宋對江東朝貢十多次，史書記載有五位倭王，是為倭五王；百濟在劉宋後期與江東的關係更形緊密，似乎結成軍事同盟，共抗北魏。因為469年北魏完全奪取劉宋在山東半島的城鎮後，百濟因為早前渡海在遼西或山東半島沿岸設有港岸據點，因此與南朝同樣面臨北魏的軍事壓力，479年宋齊易代之後，北魏還曾在488年派軍進攻過百濟的城鎮，卻被百濟打敗。另外又因為百濟與倭國對於朝鮮半島東南部的伽倻可能有爭奪關係，因此兩國在對劉宋的朝貢外交中常常是互相牽制的對立關係。也因為兩國都想要討好劉宋，所以頻頻向劉宋朝貢示好。譬如倭國在朝貢時，一直希望劉宋冊封倭王為都督百濟在內的大將軍，讓倭王有統治百濟的名分，但要求總是被劉宋拒絕。,1
誰為中餐廳四海樓初代店主?,長崎縣的飲食文化受到很強的西餐和中餐影響，當地盛行的卓袱就是一種融合了中餐和西餐的宴會飲食。什錦麵和皿烏龍麵是長崎市的兩大代表麵食，均由著名中餐廳四海樓初代店主陳平順發明於19世紀末期。土耳其飯是一種長崎特色的日式西餐，做法是在米飯上澆醬汁，配以豬排和義大利麵。卡斯特拉則是長崎市具代表性的甜點，起源於古代西班牙的麵包，已有400年以上的歷史，現已成為日式西點的代表。佐世保市因戰後美軍的進駐而形成了獨特的漢堡包文化。佐世保漢堡是日本最具地域特色的漢堡之一。五島烏龍麵使用飛魚煮出的湯作為底湯，是日本三大烏龍麵之一。此外長崎縣還有具雑煮等獨具鄉土特色的菜。,1
一般狀況上粳稻的成熟頻率為多久一次？,有的秈稻品種表皮發紅，如中國江西出產的紅米，煮熟後米飯較乾、鬆。通常用於蘿蔔糕、米粉、炒飯。廣東人愛吃的絲苗米是秈稻的一種。為南亞、東南亞、中國南部地區主要食用米。粳稻的直鏈澱粉較少，低於15%。種植於溫帶和寒帶地區，生長期長，一般一年只能成熟一次，台灣一般被認為是北半球稉稻生長最南區。去殼成為粳米後，外觀圓短、透明。煮食特性介於糯米與秈米之間。為台灣及日本、中國北部、朝鮮半島主要食用米。糯稻的支鏈澱粉含量接近100%，黏性最高。又分粳糯及秈糯，粳糯外觀圓短，秈糯外觀細長，顏色均為白色不透明。煮熟後米飯較軟、黏。粳糯常見用途為用於釀酒、米糕、紅龜粿、甜粿、湯圓等。秈糯則作為八寶粥、粽子、油飯等原料。,1
哪一顆恆星的絕對星等是太陽的再扣掉19.03？,馬來語在語言分類上是屬於南島語系的馬來-玻里尼西亞語族，主要使用於馬來西亞以及汶萊、新加坡、印尼蘇門達臘島的部分地區等。在1945年以前，印尼蘇門達臘以外的很多地方也是使用馬來語。但是在印尼獨立以後，該國所使用的馬來語則被稱為印尼語，並以之為國語。在馬來西亞，大概有1300萬人是以馬來語為母語，約佔全國人口的55%。此外，在馬來西亞還有1000萬人是以馬來語作為他們的第二語言。至於在其他國家，印尼的蘇門達臘也有1000萬的馬來語使用人口，泰國有100萬，新加坡則有40萬人左右。根據馬來西亞、印尼、和汶萊共同達成的默契，馬來語是以廖內語蘇門達臘廖內省的口音當作標準腔的。這是因為長久以來，現屬印尼的廖內省一直被視為是馬來語的誕生地。印尼在宣布獨立以後，也是使用某種形式的馬來語當作其官方語言，但是卻將其稱之為「Bahasa Indonesia」。至於在汶萊和新加坡，他們所使用的馬來語則是被簡單稱為「Malay」或者是「Bahasa Melayu」。,0
在韓國哪一方和僱主一樣都需要承擔各一半的失業保險費？,韓國的僱傭保險於1995年開始實行。與失業保險不同，僱傭保險不僅對失業者進行救濟，而且用積極的政策手段儘可能防止失業的發生。僱傭保險費分為失業保險費和僱傭安定與職業能力開發事業保險費兩類。失業保險費由僱主和被僱人各負擔一半，僱傭安定和職業能力開發事業保險費則由僱主全部負擔。產業災害保險是最早普遍實行的社會保險，保險費由僱主一方負擔，保險對象是因工而傷、疾病、殘廢、死亡。公共救濟是通過國家財政資助低收入階層來保障國民最低生活標準和支援國民自立的制度，主要分為生活保護、有功人員津貼和災害災難救濟三種。生活保護分為自救保護、居宅保護和設施保護。,1
哪一機制是大部分的語言的輔音所採用的？,若不考慮介於有性生殖和無性生殖之間的形態，有性生殖和無性生殖之間的基本差異在於繁衍後代所需基因物質產生的方式。一般而言，細胞會在無性分裂之前複製其基因，然後分裂，這種細胞稱為有絲分裂。若是有性生殖，會有另一種的細胞分裂，但其中間沒有基因複製的過程，稱為減數分裂，分裂後的細胞只有一半的染色體，稱為配子。配子就是生物體用來進行有性生殖的細胞。配子之間可以進行有性生殖，而且隨著生殖系統一直演變，由相近形態的雄雌配子到不同形態的雄雌配子，例如體積較大的雌配子及體積較小的雄配子在較複雜的生物體中，性器官會在有性生殖中製造配子，並且交換配子。許多物種會有兩性的分化，因此為分為雄性及雌性的。不過也有一些物種沒有兩性的分化，在同一個生物體中可能同時有雄性及雌性的生殖器官，稱為雌雄間性，這在植物中相當常見。有性生殖在十億年前就已出現在單細胞的真核生物。性別演化的原因，以及為何性別會一直延續到現在，仍然是在爭論中的議題。其中有許多可能的原因，包括：性可以創造子代中的變化，性有助於有利性狀的散播，可以消除不利的性狀，以及促進種系DNA的修復的。有性生殖是真核生物有的現象。除了動物、植物及真菌外，原生生物也會進行有性生殖。有些細菌利用接合來在細胞之間轉換基因，雖然和有性生殖不同，不過這也有助於基因性狀的混合。真核生物中有性生殖的一項特別是其配子之間的差異以及其受精方式的二元性差異。一個物體之中多樣的配子種類仍視為是一種有性生殖，不過目前尚未找到有任一個多細胞生物存在三種不同的配子,0
托土拉島、維京戈達島、約斯特范大克島以及哪一座島嶼組成了英屬維京群島?,"英屬維京群島，又譯英屬處女群島，是英國海外領土，位於加勒比海地區，處於波多黎各以東。英屬維京群島與鄰近的美屬維京群島和西班牙維京群島合稱為維京群島。英屬維京群島主要由托土拉島、維京戈達島、阿內加達島和約斯特范大克島四大島所組成外，還包括有50多座細小的島嶼和岩礁，當中大約有15個島嶼無人居住。托土拉島是英屬維京群島內最大的島嶼，全島大約長20公里，闊5公里。群島一共有人口28,000人，其首府羅德城座落於托土拉島。大約在公元前100年的時候，阿拉瓦克印第安人最先從南美洲遷移到維京群島定居。阿拉瓦克印第安人一直在群島上居住至15世紀的時候，被來自小安地列斯群島的加勒比人趕走，而加勒比海就正以加勒比人命名。不過，有些歷史學家對於好戰的加勒比人把和善的阿拉瓦克人趕離加勒比海的說法不表贊同，他們認為這說法是歐洲人一直簡化了的版本，背後的真相應該更加複雜。",1
一條主要街道以解放日命名是由於法國於西元幾年又奪回史特拉斯堡?,《義勇軍進行曲》是中華人民共和國的國歌。1935年，該曲由田漢作詞、聶耳作曲。實際上，聶耳僅寫作了簡單伴奏的主旋律譜，由賀綠汀請上海百代唱片公司樂隊指揮、俄國猶太裔作曲家阿龍·阿甫夏洛莫夫配器。該曲不久就成為中國電影《風雲兒女》的主題歌，並被美國黑人歌唱家保羅·羅伯遜翻唱，以此來聲援中國人民的革命鬥爭。目前，各類樂隊演奏此曲以及為合唱伴奏時，大多依照李煥之為此曲寫作、1953年定稿的管弦樂總譜。這首歌在抗日戰爭時期已經很流行，曾被戴安瀾將軍任師長的中華民國國民革命軍第五軍200師定為該師軍歌。1949年中華人民共和國成立時，中國人民政治協商會議第一屆全體會議通過《義勇軍進行曲》為代國歌。,0
三國志所寫的歷史主要都是在哪一皇帝之後的事情？,傳說中高朱蒙自東夫餘避禍南逃，大約於公元前37年在卒本川建國稱王。前34年，築紇升骨城作為王都。紇升骨城又稱卒本城，學術界大都認為高句驪在此定都歷時40年以上。有關早期高句麗國君之記載，主要見於1145年的《三國史記》。而《三國志·魏書》有關這段時期的記載與之差異頗大，故難以相合。三國志中多以太祖王之後的歷史為主，而後來的北朝魏書又追述了高句麗開國的神話。三國史記的作者認為高句麗迅速向外擴張，先後吞併太白山東南人國和北沃沮，並擊敗鮮卑使其臣服。而三國史記的種種無依據的記載也深深影響了後世對於朝鮮半島歷史的研究。,1
為什麼大馬哈魚擁有秋鮭至別名？,在鮭科魚類的300多個屬種之中，比較有代表性是具高商業價值的鮭魚總共有9種，來自兩個不同的屬。在中國大陸南方主要是進口的大西洋鮭為主，而北方太平洋品種的大馬哈魚常於9－10月回到黑龍江、烏蘇里江等河中產卵，故又叫「秋鮭」。部分商人會利用品種差異以虹鱒混充鮭魚。鱒屬和太平洋鮭屬都同時有不少魚種被稱作鱒魚。此外，鱒屬的鈍吻鮭和隆頭鱒在英語國家中都會視爲鮭魚的其中一種。雖然虹鱒會從淡水移居至海水，不過一般不視為鮭魚的一種。此外，還有一些魚類也會被稱作鮭魚。除了多瑙哲羅魚為鮭科大型淡水魚外，其他魚種都屬於鱸形目。,1
明顯的星斑特徵有機會在哪一恆星中看到？,在天文學，光度是一個天體在單位時間內輻射的光和其他形式輻射能的總和，恆星的光度取決於恆星的半徑和表面溫度。但是許多恆星表面輻射的流量是不均勻的—總能量是單位面積的能量乘上整個表面積。以快速自轉的織女星為例，它的極輻射的能量流量就比赤道為多。恆星表面的星斑輻射出的能量和溫度都低於平均值。小的，像太陽這樣的矮星，通常表面除了星斑之外就沒有其他的特徵；大的巨星則有較大和較明顯的星斑，它們也有較強烈的周邊昏暗現象，也就是說光度會由恆星圓盤面中心向邊緣逐漸減弱。紅矮星的閃光星，像是鯨魚座·優咇，可能擁有明顯的星斑特徵。,1
哪種自殺方式為大多奧地利男性、女性選擇方式?,奧地利屬於傳統的高自殺率國家。1919年－1939年的時間段中，每10萬人約有40人自殺，1940-1945年間沒有公布任何數字。在1945年數字則上升到：每10萬人中有60人自殺，其絕對值則有：4500人。1945年以後自殺率緩慢下降到，10萬人中有30人自殺，絕對值為：每年1500-2000人。1945-1986年間，自殺率緩慢上升到10萬分之20-28人。之後在1999年自殺率則又下降到10萬分之19。另外，奧地利各地區的自殺情況不盡相同，例如在從1986年起維也納地區的自殺率已經明顯下降，而到了1991年在蒂羅爾和上奧地利地區這一數字又開始上升。在奧地利自殺的人口組成中，男性數量為女性的兩倍之多，並隨著年齡的上升隨之上升。當15歲、以下男孩自殺率為2的時候，同年齡段的女孩則為1。而85歲男性的自殺率為120%，同年齡段女性的自殺率只有33。85歲以上男性自殺情況同德國幾乎一樣高，其比例為60-64歲年齡段老人的140%。在選擇自殺的方式上，奧地利的男性、女性多選擇上吊方式。有40%的女性通過上吊自殺，25%通過服毒、14%通過從高處墜落。男性則有50%通過上吊方式自殺，約20%通過子彈自盡，只有10%通過服毒自殺。,1
如果沒有誰台北在清朝統治時可能不會被設置台北府？,郵票的正式名稱為郵值標籤。這個詞來自於君主階層，卻很好的說明了郵票的法律歷史來由。貼上郵票意味著為運送郵件繳納了事先規定好的郵資。郵政是屬於國家管理的，或者是由國家制定的寡頭經營，所以公民的郵政行為屬於國家法管理範疇。德國聯邦郵局在私有化以前的郵政條例是等同於法律條例的，它管理著郵政服務與郵政使用者之間的關係。這種關係有時可以免去私法對郵政服務所規定的稅款。在19至20世紀之交，一戰前夕，郵票應用達到高峰。由於鐵路的迅速發展，郵件成為了最重要的通訊手段。郵票印刷數量達到歷史新高。奧地利最主要的5和10赫勒面值郵票在1908年印數達30億。而且這些郵票只能在奧匈帝國境內奧地利部分，即切斯萊坦尼亞使用。匈牙利自1867年奧匈協議後獨立發行自己的郵票。隨著郵票的發展，出現了所謂的郵票語言。郵票在信封上的位置，放法有著某些隱含的含義，例如永遠忠於你。但是之後這門語言又日漸式微。一次大戰期間郵票發展成宣傳工具。在作戰雙方國內各自出現其偽郵票，主要是起到醜化對手的作用。而所謂的間諜偽詐，就是一方仿製對方郵票，通過中間人以敵方郵遞途徑傳播宣傳材料。也因此被人命名為戰爭郵政偽詐。所以若在戰時以私人名義大量購買郵票是很容易引起對方注意的。宣傳偽詐則是模仿對方郵票，但是有所更改，以醜化對方。這些手法在二戰最甚。例如英美兩國曾大量偽造希特勒紀念郵票，將其頭像改為希姆萊。德國也將一些英國紀念郵票中喬治五世的頭像改為史達林的頭像，並將錘子與鐮刀圖案畫入其中。但在冷戰期間也可見。,0
拿來當作國家工業化程度指標的物質當中哪一個含有硫元素？,"《聖經》在《詩篇》93:1, 96:10，以及《歷代志》上16:30記錄著世界就堅定，不得動搖。在《詩篇》104:5以同樣的方式寫著將地立在根基上，使地永不動搖。更多地，在《傳道書》1:5中記錄著日頭出來，日頭落下，急歸所出之地。等等。和焦爾達諾·布魯諾一樣，伽利略捍衛日心說，進而宣稱它與經文並不衝突。他採取奧古斯丁的經文立場，即不能將所有篇章予以字面解釋，特別是在詩篇和歌頌上，不是對現實的描述或歷史問題上。他相信經文作者僅僅是從地理角度來觀察世界，從這點來看太陽的確升起落下。另一種解釋是作者從一種現象的角度來記錄，或是這只是一種寫作風格。因此，伽利略認為科學與經文沒有衝突，只是經文僅僅討論了一種不同的地球運動，而非自轉。在1616年時，反對哥白尼學派的聲浪成為教會的主流，伽利略到羅馬勸說天主教權威不要禁止伽利略思想。直至最後，將哥白尼的《天體運行論》納入《禁書目錄》的命令被下達，理由是太陽恆定，地球自轉為錯誤理論，與神聖經文相悖，暫停，直到它被修正。在指令下達前，根據教宗的要求，貝拉明樞機提前告知了伽利略，稱這種觀點不可能被辯護，說服他放棄。伽利略答應順從。貝拉明並沒有禁止伽利略將日心說當成數學科幻，但如果他膽敢將它作為物理觀點的話，就得小心。在隨後的幾年中，伽利略都迴避這個問題。當樞機馬佛奧·巴貝日尼當選教宗烏爾班八世時，他才繼續在這一問題上著書。巴貝日尼是伽利略的朋友，對他十分尊敬，反對1616年對伽利略的指控。在1632年出版的《關於托勒密和哥白尼兩大世界體系的對話》一書被異端審判庭和教宗准許。",0
南斯拉夫社會主義聯邦共和國的起源來自哪一個被侵略而滅亡的國家?,南斯拉夫社會主義聯邦共和國是一個存在於1945年至1992年的巴爾幹社會主義國家，由馬其頓、塞爾維亞、波士尼亞與赫塞哥維納、克羅埃西亞、斯洛維尼亞、蒙特內哥羅等社會主義共和國所組成，首都為貝爾格勒。南國為多民族國家，政府奉行聯邦制，由南斯拉夫共產主義者聯盟一黨專政。由於該國承襲有著第一南斯拉夫之稱的南斯拉夫王國，因此另有別名第二南斯拉夫。該國起源於第二次世界大戰期間受軸心國武裝侵略而滅亡的南斯拉夫王國，在軸心軍佔領期間，原南斯拉夫境內出現反抗勢力，其中一支為約瑟普•布羅茲•狄托所領導的共產黨游擊隊，1943年後，西方盟軍認可其為領導南斯拉夫抗戰的盟軍，開始大量軍事增援，狄托的共產黨政權成為了該國的政府代表之一。1945年3月，南斯拉夫由當時的流亡政府和狄托領導的民族解放委員會組成聯合政府，同年11月29日，狄托排除與整肅了其他政黨，建立完整的共產黨一黨專制政權，並將國號立為南斯拉夫聯邦人民共和國，1963年再改名為南斯拉夫社會主義聯邦共和國。冷戰期間，在狄托領導下的南斯拉夫走上了與其他東歐國家不同的路線，不但有著偏向自由化的經濟體制、政治氣氛與言論自由，更不依附於以美國為首的北大西洋公約組織和蘇聯為首的華沙公約組織兩大軍事聯盟，反而與印度、埃及、印尼和拉丁美洲國家創立了不結盟運動組織，並擁有領導地位。,1
位於盧押道的很多酒吧其客群大部分為？,早期的時候，越南人並沒有為自己的語言發明適合的書寫系統。大約從東漢開始，漢字開始有系統和大規模的傳入越南。到了越南陳朝以後，漢字已經成為越南政府以及民間的主要文字，此時大量的漢字著作開始出現，最著名的就是15世紀編撰的《大越史記全書》。值得注意是，這些以漢字寫成的文章基本上並不按照越南語的文法規則書寫，也不採用越南語的辭彙，而是純粹的用古漢語的文法寫成。故此，這些漢字著作是漢文著作，而與當時的越南語口語有很大差異。由於越南口語與漢語不同，文言文無法準確紀錄越南本民族語言，在漢字在越南逐漸傳播開後，一些人開始嘗試以漢字作為基礎，以創造新的文字來紀錄越南本民族語言，這些字就是喃字。大約在8世紀的時候喃字開始出現，13世紀的時候，越南文人開始用喃字進行文學創作。此間最著名的文學作品莫過於阮攸19世紀寫成的《金雲翹傳》。越南上層社會由於有很濃厚的尊漢思想，一直很排斥這種文字，國家教育機關也沒有將它作為正式文字看待，也沒有對它進行整理規範的工作。儘管此間的胡朝或者是西山阮朝富春朝廷政權之統治者曾經重視喃字，並且將其提升到國家文書用字的地位。現在的越南語使用拉丁字母書寫，叫做國語字。它是由17世紀到越南的法國傳教士亞歷山大·羅德，根據先前傳教士的拼寫原則的基礎上整合而成。在19世紀法國佔領越南時期，這種書寫體系流行起來，並於20世紀全面開始使用。,0
高句麗的長安城被什麼樣的人認為是平壤城？,高句麗在6世紀達到鼎盛後，開始走向平世。高句麗安藏王被刺殺後，其兄安原王繼位。在安原王時期，王室間的紛爭加劇。兩政治集團對王位繼承進行爭鬥，最後年僅8歲的陽原王登基。不過對權力的爭奪並沒有結束。反對派的幕僚們開始建設自己的軍隊，對自己的領地進行實際上的控制。內憂外患，6世紀50年代，高句麗北疆受到契丹的襲擊。但高句麗內部的幕僚爭奪依然繼續。551年，百濟和新羅聯合唐朝開始攻打高句麗。公元586年，高句麗平原王將都城由平壤城遷至長安城，直至高句麗滅亡。歷時83年。唐軍攻陷高句麗長安城後，唐史學家認為高句麗長安城就是平壤城，而古籍中的平壤城更接近於國內城的衛城，而非今天的朝鮮平壤市。6世紀末和7世紀初，高句麗開始與隋、唐頻頻交戰。高句麗與百濟和新羅的關係在這一時期很複雜，一會兒是友，一會兒是敵。,1
台灣的年平均雨量至少有多少的兩倍？,民國三十六年11月21日至23日依憲法規定舉行第一屆中華民國國民大會代表選舉，民國三十七年1月21日至23日則舉行第一屆中華民國立法委員選舉；同年3月29日於南京報到召開行憲後的國民大會，4月在南京選舉出蔣中正為第一屆中華民國總統，李宗仁為第一屆中華民國副總統，5月20日在南京總統府舉行就職典禮。1月間選出的立法委員則於5月8日自行集會於南京國民大會堂，並於5月18日正式開議。《中華民國憲法》施行後，國民政府改組為中華民國政府，首都則續設於南京。民國三十七年底，第二次國共內戰情況對國民黨趨於不利的態勢，國軍、解放軍在徐州附近一帶進行的徐蚌會戰，國軍損失了近60萬大軍，解放軍攻佔長江長江中、下游以北的廣大地區。國軍在華東、中原戰場上的主要兵力喪失殆盡，首都南京及金融中心上海處於解放軍的直接威脅之下。民國三十八年1月國府行政院及各單位開始遷往廣州，僅總統府仍留守南京，4月21日，中國共產黨軍隊渡過長江，4月23日攻陷南京，中華民國政府南遷廣州，後又遷重慶、成都，最後遷抵臺北。中國共產黨建立中華人民共和國後，南京成為由中央人民政府直轄的中央直轄市。1952年11月15日，中央人民政府決定南京由直轄市改為省轄市，作為江蘇省省會。民國三十七年國民政府主計處統計局公布的統計資料，南京市人口為103萬0572人。中華民國內政部戶政司於民國七十九年臺閩地區戶口及住宅普查報告，臺閩地區籍貫為南京市的人數為2萬5329人，佔非臺灣省籍269萬4917人口當中的0.93%。,0
6世紀之後薛延陀王國出現之前蒙古高原已經出現了什麼國？,亞洲國家的發展，常常是採取開發獨裁體制，如日本民主化之前的發展、南韓的朴正熙、新加坡的李光耀、菲律賓的馬可仕、高棉共和國的朗諾、馬爾地夫的加堯姆、泰國的沙立·他那叻、印尼的蘇卡諾及蘇哈托、馬來西亞的馬哈地及中華民國台灣的戒嚴時期。1990年代以來，歷經權威主義開發體制的韓國及中華民國台灣，其開發體制巳經開始溶解而走向民主化。軍事獨裁體制方面，一般來說，軍人獨裁常由一位軍事強人或幾位將領組成的執政團實行集體決策，如東南亞專制的國家緬甸的獨裁軍事執政團發展。緬甸軍政府前後有吳奈溫、蘇貌、丹瑞等領導的軍事獨裁政體。泰國在1938年12月鑾披汶·頌堪接任總理時開始，以唯泰主義的意識型態開展了泰國的軍人民族主義及軍事獨裁時代。在近代中國，國民政府在訓政時期以教導人民行使政權為名，中國國民黨中央委員會成為實質領導的中央政府，壟斷政治權力，使當時中國成為國民黨一黨獨大的獨裁政體。中華民國政府遷台後，動員勘亂時期臨時條款成為超越憲法的實質法律基礎。1987年蔣經國宣布解除戒嚴之後，開放黨禁、報禁，中華民國逐步往民主化發展，慢慢脫離了獨裁政體。在國共內戰前後，儲安平對蔣中正的獨裁不滿，也不贊同中國共產黨的人民民主專政。深受列寧及蘇聯革命的無產階級專政影響，中華人民共和國和越南都建立了人民民主專政革命政權。中華人民共和國的以共產黨為權力核心建立無產階級專政。文化大革命確保了毛澤東在中國的獨裁權力，而紅衛兵的動員，以群眾專政為口號對群眾的思想再教育及暴力也發揮作用。毛澤東主張，無產階級專政若無社會主義經濟的建立，其專政就會變成修正主義的國家，就會轉化為資產階級專政，而且會是反動的、法西斯的專政。《中華人民共和國憲法》的第二份《七五憲法》，是以無產階級專政想法設立的憲法，對治權來說提高了集權和任意性，而無產階級專政的立憲模式在毛澤東逝世、文化大革命結束後，仍影響著中國憲政發展。,0
民主黨提名喬治麥高文參選西元幾年的總統大選?,腓力二世死後，其子路易八世在位僅三年，在一次親征土魯斯的阿爾比派時染病身亡。為卡佩王朝的歷史留下厚重一頁的另一位國王是路易九世。路易九世在位時間雖然長達44年，但實際主政僅18年，前半段時期一直為其母布朗茜攝政。路易九世在政治生活中表現出鮮明的兩重性特徵。一方面，他對正統天主教以外的一切非正統信仰或異端均持排斥甚至絕不容忍的態度：如先後在1248年和1270年兩次率領十字軍勞師遠征；還對猶太人進行宗教迫害、協助羅馬教廷嚴懲法國南方的異端。另一方面，路易九世在基督教內部卻又處處宣揚和解精神，甚至與阿拉貢王國達成協議，主動放棄了巴塞隆納和魯西永等地的宗主權，以及讓英王獲得了部分領地，作為英王承認自己的宗主地位的條件。在他看來，君主的權力和威望並不僅僅取決於其國土的規模，更重要的是取決於附庸的數量以及附庸本身的重要性。,0
佔有40%的美軍被解職的職位具有中校及以上軍階的指揮官是由於什麼原因才被解職?,自2005年到2013年，美軍被解職的具有中校及以上軍階的指揮官中，超過40%是因為行為不檢點。而被解職的所有美軍軍事指揮官中至少有30%是因為性犯罪的原因，包括性騷擾、通姦和不正當關係等。2005年以來有18名將軍被解職，其中10人是因為性犯罪。數據顯示，自2005年到2013年，共有255名指揮官被解職，其中78人是因為性犯罪。美國廣播公司在2013年公布的報告中稱約有20%至40%的女兵曾在軍中遭到強姦或性侵害，相當於一般平民受害者的兩倍，而且美軍中女性軍人計劃外懷孕的比率非常高，已呈上升的趨勢，明顯高於普通大眾。但由於美軍的境外軍事基地許多擁有法外特權這滋生了境外美軍對他國當地居民性暴力，以日本最為典型，早在日本盟軍佔領時期，關於美軍性犯罪案件在日本警視廳現存記錄中存有五萬起，而之後每年屢有發生。墨西哥是美國毒品走私的重點國家，而在美國和墨西哥邊界地區墨西哥境內財勢雄厚的毒品走私組織利用各種手段逐漸腐蝕邊境正規軍隊和國民警衛隊，其中最大的走私案件是在2005年美軍走私560公斤毒品。為了打擊美墨邊境的軍隊走私毒品案件，2003年美國中央情報局成立了一個反貪污特警隊綠色行動專項打擊軍隊走私。但由於美軍在全球都駐有基地和部隊並且軍隊管理制度和人員素質問題國際毒品走私事件也頻有發生，以在韓國為例，在2012年上半年韓國海關就查獲了可供5萬人引用的2878克美軍毒品，一些媒體批評美軍走私毒品正在腐蝕韓國社會。,1
